pca1,pca2,t+1 (prediction)
-0.4856948325673457,0.00046405828222293377,9700.0
-0.48760223058849195,0.002800434112070495,9500.0
-0.4910994492090257,0.0035793972808032728,9800.0
-0.4920537202524322,-0.0007036980974853994,9250.0
-0.49491417848967006,0.0020221724050945938,9250.0
-0.4965043655919873,0.004358467350714007,9250.0
-0.5000015204164201,7.557539995746562e-05,9350.0
-0.49936577202143395,-0.0007032208927985543,9350.0
-0.49872982182189524,-0.000703252177051024,9500.0
-0.4971403528977011,-0.0010927389887746572,9400.0
-0.4968221759933793,-0.0003139896223973811,9600.0
-0.4952328599053731,-0.0007034894825414791,9500.0
-0.495232554232997,-0.0007034633857007145,9550.0
-0.49427893757161245,0.0004645850069942983,9500.0
-0.49491468300105124,7.525988383579691e-05,9400.0
-0.49555048332994917,0.0012434256324231716,9450.0
-0.4961864824978523,0.00046470495659251167,9250.0
-0.49777585051977025,0.0012435742725679616,9700.0
-0.49586895997555247,-0.0018715926626238747,9600.0
-0.49491462513604495,-0.0026503524038246004,9100.0
-0.49586800881779647,0.004747844667553996,9150.0
-0.49936573194971134,0.0035798953150281,9100.0
-0.5025448627060103,7.573968222849318e-05,9100.0
-0.5025449146399221,0.0004651091380598873,8900.0
-0.5041343345957519,0.00163334790986665,8850.0
-0.5057241091923221,0.0020228086247495998,8800.0
-0.5076316511530146,0.0008548071584332944,8800.0
-0.5082675494186414,0.0004654689868543703,8850.0
-0.5082675983870059,-0.0003132829732287177,8600.0
-0.509538994274702,0.0016336921165349798,8250.0
-0.5130360659901423,0.004748911165517184,8050.0
-0.5181230043077871,0.00435984417738712,8150.0
-0.5209846184728808,0.0008556337572001713,8550.0
-0.519077367356828,-0.003816997952896732,8600.0
-0.5155798460294655,-0.0034278136088743477,8700.0
-0.5120827372078499,-0.0010917950341154574,8500.0
-0.512400360632426,0.0008551200808491513,8500.0
-0.5130364146997881,0.0016338902767643673,8500.0
-0.5143081073632182,7.647502194381452e-05,8300.0
-0.5155796041531905,0.0016340676074557369,8400.0
-0.5162157561572814,0.0008553338832046955,8400.0
-0.516851498621173,-0.0007021126558682851,8500.0
-0.5155799038944718,-0.0007022013212139499,8400.0
-0.5155797020899193,7.656368728952156e-05,8300.0
-0.516215554352729,0.0016340988917082063,8100.0
-0.5187588476739547,0.0024130151340624032,8100.0
-0.5206665944047472,0.0016343700751570668,8400.0
-0.5200310418832189,-0.0022594340579314286,8500.0
-0.517487442889617,-0.0030383242034447795,8400.0
-0.5155797020899193,7.656368728952156e-05,8300.0
-0.516215554352729,0.0016340988917082063,8300.0
-0.5174873508839826,0.0008554225485504418,8250.0
-0.5184410714131907,0.00046611306751817545,8150.0
-0.5193947949079462,0.001244925002400391,8150.0
-0.5203486682733423,0.0008556024729477017,8150.0
-0.5209845146050575,7.689484553742515e-05,8150.0
-0.5209845146050575,7.689484553742515e-05,8100.0
-0.5213023888025505,0.00046629299191539594,8200.0
-0.5209846155073337,-0.00031248765871434996,8150.0
-0.5209844626711456,-0.0003124746102939269,8150.0
-0.5206665914391999,0.00046624865924258435,8150.0
-0.5209845146050575,7.689484553742515e-05,8200.0
-0.5206666404075644,-0.0003125033008405848,8300.0
-0.5197129169128089,-0.0010913152357228005,8650.0
-0.5165339241649614,-0.0034277797309160236,8650.0
-0.5136722521348612,-0.002649181598389392,8350.0
-0.5133540351588168,0.002412683975814497,8300.0
-0.5155797599549258,0.0028021759749498765,8250.0
-0.5181231482473332,0.0008554668812232927,8350.0
-0.518123298117974,-0.00031266758311157046,8450.0
-0.5171695226893067,-0.0014808489738251803,8600.0
-0.5149441035655739,-0.001870367069801325,9000.0
-0.5108113383546065,-0.004206891539793676,9800.0
-0.5022277808989907,-0.009269325577735969,11000.0
-0.48696781323598837,-0.015500300855186349,10550.0
-0.4771105079652422,-0.0057664319295319235,10600.0
-0.4720242536850923,0.003188802232149413,10300.0
-0.47647483226299914,0.002020991144944897,10600.0
-0.4761575145107991,7.404993313952096e-05,10900.0
-0.47424995772237016,-0.004598555680116578,10500.0
-0.4729775617085536,0.0008526585203806436,10800.0
-0.47170657832660456,0.0008525176613534074,10900.0
-0.47170636465986276,-0.003041202993800966,11900.0
-0.4628053915153179,-0.008493074323382453,12200.0
-0.45390279800325856,-0.01005106841676482,11750.0
-0.4484973518649298,0.001240497321982388,11650.0
-0.4500873371626945,0.004355557276105271,11300.0
-0.4558097152374022,0.0035771912616574296,11500.0
-0.45739989047753005,0.0012410005436188363,11500.0
-0.45835345223945556,-0.0014845387208220304,11550.0
-0.4567638853785324,-0.0003165216123794482,11700.0
-0.45549228768628386,-0.001484731693639674,11450.0
-0.45580981020858374,0.000851565925576671,10600.0
-0.46184977756723966,0.008639474065749077,10700.0
-0.46820922169761925,0.00591417462061344,10650.0
-0.47329583951515164,-0.000315473350248329,10750.0
-0.4723422198882198,-0.0003155463734678376,10900.0
-0.4710705702620596,-0.0018731259105593783,10850.0
-0.4697986728285297,-0.0007050670631497943,11100.0
-0.46757350744326115,-0.0014839807117981397,11400.0
-0.46439430992531383,-0.0042098016144023745,11350.0
-0.4612147176949034,-0.0018737282522561225,11300.0
-0.45994302799702064,0.0008518084184789123,11300.0
-0.46057892626264746,0.00046247024689998785,11250.0
-0.461214723625998,0.00046251457957284135,11000.0
-0.46312206971323255,0.0024095209535890086,10800.0
-0.4663013651679089,0.0035778379360270267,11000.0
-0.4678913846063014,7.353885049431563e-05,10900.0
-0.4685269252656405,-0.0007051426800751177,10950.0
-0.467573308604256,0.0004629057126198558,11200.0
-0.46630180884873634,-0.00226280828880663,11250.0
-0.4640761359865392,-0.002262930832110616,11450.0
-0.4608970482675101,-0.0018737699912231194,11450.0
-0.45930722470257535,-0.0014844787460229418,11100.0
-0.46026065142159667,0.002798723533443563,11150.0
-0.46216860292248874,0.002409434881949197,11050.0
-0.4647118383787083,0.00046273883664295465,11200.0
-0.46407624281991017,-0.000316070504533407,11200.0
-0.46375816385231733,-0.0010948250583223882,11150.0
-0.46312226855223776,0.0004626345291710575,11000.0
-0.4643938662444862,0.0016308446104312437,11050.0
-0.46534784051215855,0.0008521395767268187,11100.0
-0.4656657607124688,-0.0007053356528928003,11150.0
-0.46471198824934895,-0.0007053956276919083,11100.0
-0.4643939641812152,7.334069026498391e-05,11050.0
-0.46471189031262006,0.000852108292474349,11000.0
-0.4656656627757399,0.0008521682672733953,10850.0
-0.4672551836338459,0.0016310245348285035,10900.0
-0.4682091579015183,0.0008523195011241006,11000.0
-0.46820920390433546,-0.0010945538748735506,10950.0
-0.46757320473643244,-0.00031583319904289323,10900.0
-0.46757320770197963,0.0008522882168716309,10750.0
-0.4691627285600857,0.0016311444844266578,10900.0
-0.469480954432772,7.364315796629128e-05,11200.0
-0.46757355344607826,-0.003430854087795747,11650.0
-0.46185106557245237,-0.0057674698168396574,11700.0
-0.45676387648189043,-0.0038208858601229308,12050.0
-0.45135947350695205,-0.0030425042035488775,11650.0
-0.45135871822265405,0.0004619252862965203,11950.0
-0.44976981167484736,0.0008511382409743619,11800.0
-0.4513589689955709,-0.0010955916822901204,11900.0
-0.44976960690474754,0.0004617818335633937,11750.0
-0.45104104879526064,0.0004618835473294788,11750.0
-0.4513591277628534,0.001240638101118502,11750.0
-0.452312897260426,7.257666000306634e-05,11650.0
-0.45294864565541226,0.0008513729527590471,11750.0
-0.45294884745996467,7.260794425553615e-05,11700.0
-0.45326661778963423,-0.00031673282102923935,11600.0
-0.4535844949526745,0.0012407867412632526,11500.0
-0.4551741167130568,0.0016302605045665857,11350.0
-0.45739953583678955,0.0020197786005427703,11450.0
-0.45835355907282643,0.000462321606755198,11500.0
-0.45835350417336734,-0.001095169264990678,11700.0
-0.4561281859519107,-0.001874069865218556,11700.0
-0.45453836238697604,-0.0014847786200183782,11550.0
-0.45422029231602506,0.0012408310739361456,11700.0
-0.45422059502285383,7.26835611808595e-05,11650.0
-0.4545383134186116,-0.0007060266599352513,11650.0
-0.4539025190208083,0.0004620504233063997,11550.0
-0.454856190581652,0.0008514929023572211,11450.0
-0.4561278891761767,0.0016303204793656325,11500.0
-0.4570818115099372,0.0004622459898298747,11350.0
-0.45835330533436214,0.0008517171594273959,11100.0
-0.4605786784552779,0.0031881086314011504,11100.0
-0.46312232345169696,0.0020201254009168893,10850.0
-0.46630131026844973,0.0020203470642811507,10750.0
-0.4685269341622824,0.0027992215676682667,10600.0
-0.47170612278358776,0.0020206782225290765,10350.0
-0.47488526540207604,0.0031890082533874795,10150.0
-0.4787004071884673,0.0035786176084151803,10400.0
-0.47997255242936687,-0.000315079623495483,10550.0
-0.47870074700147125,-0.003040767528081201,10800.0
-0.47456783488541043,-0.0030410361178241684,10650.0
-0.4729778124814706,-0.000704858448205916,10750.0
-0.4717063735565048,0.00046316125394243893,10800.0
-0.4717063186570457,-0.001094329617803437,10850.0
-0.4704346230280682,-0.0007050357788973245,10950.0
-0.46916297636745535,-0.001094493900074423,10700.0
-0.46979847398952446,0.0012418193612681566,10600.0
-0.47138825155164193,0.0027994014920655883,10750.0
-0.47266019498798906,-0.0003155307313416027,10600.0
-0.4732957386128754,7.390915400340684e-05,10900.0
-0.4713886492296524,-0.0010943713567703557,11350.0
-0.4675737003511717,-0.005767109968045094,11550.0
-0.46153288866813064,-0.004988720450462383,11500.0
-0.45771755397382885,-0.0010952005492431479,11350.0
-0.4577174590026471,0.0016304247868376308,11100.0
-0.4605786784552779,0.0031881086314011504,11000.0
-0.46375807184668305,0.0027989216936728308,10700.0
-0.46789088306046756,0.0031885727876675724,10700.0
-0.4704345799907984,0.002409959013014727,10700.0
-0.4723421189859435,7.383613078393746e-05,10450.0
-0.47393148997340884,0.0020208268626738693,10750.0
-0.473614120287297,-0.0003154838049628979,10650.0
-0.47393163391295484,-0.0014835504334899572,10300.0
-0.47488516449979973,0.003578390757639215,9800.0
-0.4809255785048305,0.006693774088892404,9500.0
-0.4882380368484843,0.006304842692486792,9700.0
-0.49205362231570327,0.0008538058226809389,9800.0
-0.49205351251678503,-0.0022611759208108497,9550.0
-0.4917352406412816,0.0012431987816471232,9350.0
-0.4939607665983853,0.0035795772052005783,9150.0
-0.49809377961672235,0.003190463290691809,9100.0
-0.5009552468767227,0.002022508750754205,9550.0
-0.4996840468624845,-0.003039474179342045,9650.0
-0.49650444573543234,-0.00420776506493926,9600.0
-0.4933250612406691,-0.00031421387946749436,9550.0
-0.49332506420621647,0.0008539075364469458,9450.0
-0.4945967108668293,0.0012433656576240834,9250.0
-0.49682208102219766,0.002411635713683397,8900.0
-0.5009549471354413,0.0043587776794238925,9300.0
-0.5019094719173121,-0.00031371325153690006,9150.0
-0.5025447558726395,-0.0018711206453487323,9000.0
-0.5019089184375664,0.0024119512298049874,9000.0
-0.5038166132344467,0.0012439367150682986,9250.0
-0.5031810117445542,-0.0018711154579369878,9250.0
-0.5015911362457076,-0.0018711936685681626,9350.0
-0.49936577202143395,-0.0007032208927985543,9150.0
-0.5000013186118675,0.0008543404084609371,9100.0
-0.5009552468767227,0.002022508750754205,8900.0
-0.5038164114298943,0.0020227017235718097,9200.0
-0.5034989898098707,-0.000702978399896313,9150.0
-0.5031807060721781,-0.0018710893610962623,9250.0
-0.5009553937818162,-0.00031374712949518185,9150.0
-0.5012731151431211,7.566406530317265e-05,9250.0
-0.5006374706159586,7.560668420993541e-05,9350.0
-0.5000016183531489,-0.001481928520208789,9500.0
-0.497776199229416,-0.001871446616184976,9400.0
-0.4968221759933793,-0.0003139896223973811,9400.0
-0.4965043566953453,0.0008541031029704823,9400.0
-0.4971402030270604,7.53954755602059e-05,9050.0
-0.49936532240951176,0.002801182500206119,9100.0
-0.5012732739104038,0.0024118938487117927,8900.0
-0.5044522577616094,0.001243994096161533,8950.0
-0.505088360797336,0.0012440123319936193,8900.0
-0.5063599525584899,7.59795814248441e-05,8700.0
-0.5076315012823739,0.0020229416227681577,8350.0
-0.5114464442297599,0.004359437402213893,8400.0
-0.5146260883940822,0.0024127334958990135,8450.0
-0.5162157012578223,-0.0007021569885411386,8450.0
-0.5155798029921956,-0.00031281881696221427,8100.0
-0.5174869992087894,0.0028023220213888155,8200.0
-0.5190770765121885,0.002023635223516479,8100.0
-0.5213023368686386,7.692353608404376e-05,8450.0
-0.5190773213540107,-0.001870124576899123,8650.0
-0.5162158451973684,-0.004206534284705005,8550.0
-0.5133542310322747,-0.0007023238645180173,8750.0
-0.5114469917784109,-0.0007024699109569561,8550.0
-0.512082434501021,7.635247863978925e-05,8400.0
-0.5130362648291473,0.0028020247410991943,8400.0
-0.5152618827918853,0.001244656412657385,8400.0
-0.5162156522894579,7.659497154199135e-05,8200.0
-0.51748714907943,0.0016341875570539523,8100.0
-0.5193947978734934,0.002413046418314873,8400.0
-0.5193951955515038,-0.0014807264305211518,8250.0
-0.5190768138770823,-0.0010913334715548474,8250.0
-0.518123200181245,0.001244836337054687,8300.0
-0.5187590954813245,-0.00031262325043875886,8350.0
-0.5181232461840621,-0.0007020370389429646,8250.0
-0.5181230963134215,0.00046609742539194043,8450.0
-0.5171696265571303,-0.0007021100621624339,8400.0
-0.5168514466872612,-0.0010914821116996794,8500.0
-0.5152619807286143,-0.00031284750750883286,8600.0
-0.514308205299947,-0.0014810288982224007,8500.0
-0.5136721571636796,7.644373769134472e-05,8300.0
-0.5149437578214754,0.002412775234866013,8300.0
-0.5168515045522675,0.001634130175960676,8150.0
-0.5190768198081768,0.001244909360274156,8200.0
-0.5197128709099916,0.000855558140274851,7450.0
-0.5251167782701909,0.0055284532527030165,7100.0
-0.5317936009833242,0.00864382872294757,7300.0
-0.5375167773795999,0.001246038426742242,7400.0
-0.5378345907465394,-0.0022582971304545823,7600.0
-0.5346554510935982,-0.002258505745398503,7600.0
-0.532747704362806,-0.001479860686493166,7600.0
-0.5314760116993761,7.755456832738667e-05,7300.0
-0.5333832568843344,0.002413943446595329,7300.0
-0.5352911074829502,0.002414037299352738,6950.0
-0.5394237658605466,0.002803701441767822,7100.0
-0.5406959689664526,0.0016356164975174752,7200.0
-0.5413317574331612,-0.0018687034175531173,7150.0
-0.5400599119335431,-0.0003112751143121808,7150.0
-0.5397420407015974,0.0004674481552242887,7200.0
-0.539742089669962,-0.00031130380485879937,7300.0
-0.5387883661752064,-0.0010901157397410148,7750.0
-0.534973625032373,-0.0042053765276902615,7400.0
-0.5337011221851855,-0.000701022654770186,7300.0
-0.533701387785839,0.0035820674562156616,7200.0
-0.5371985485413664,0.0016354183372881657,7200.0
-0.5384703450726199,0.0008567419941303594,7050.0
-0.5400598139968142,0.0012462288058540342,7150.0
-0.540377990901136,0.0004674794394767584,7300.0
-0.5397421876066907,-0.0018688077250250566,7350.0
-0.5378345417781747,-0.0014795451703714943,7300.0
-0.5368806713783258,7.789877499567398e-05,7300.0
-0.5368807233122377,0.00046726823082706814,7400.0
-0.5365628980831092,-0.0007008818756340717,7550.0
-0.5349733252910913,-0.0018691075990204928,7500.0
-0.5337014278575615,-0.0007010487516109506,7500.0
-0.5330656334597581,0.00046702833163067786,7400.0
-0.5340193050206018,0.0008564708106815416,7400.0
-0.5346552552201403,0.0008565020949340114,7500.0
-0.5346553531568694,-0.0007010018252322459,7650.0
-0.5330657803648516,-0.0018692275486186668,7650.0
-0.5314760087338287,-0.0010905668475870952,7650.0
-0.5305222392362561,7.749459352829825e-05,7650.0
-0.5305222392362561,7.749459352829825e-05,7500.0
-0.5314758618287353,0.0012456890326622498,7500.0
-0.5324297871280433,0.0012457359590409545,7500.0
-0.5333835566256158,7.767451792556073e-05,7500.0
-0.5333835566256158,7.767451792556073e-05,7500.0
-0.5333835566256158,7.767451792556073e-05,7450.0
-0.5337014308231087,0.00046707266430357066,7500.0
-0.5337015317253851,7.769016005179564e-05,7550.0
-0.5333836055939803,-0.0007010774421575692,7500.0
-0.5330655815258464,7.765887579932584e-05,7550.0
-0.5327477592622651,7.763018525270723e-05,7900.0
-0.530522587945902,-0.003037526295224557,8050.0
-0.5270252164891803,-0.0038164764155370753,8300.0
-0.5222564580414043,-0.003038037377869766,8050.0
-0.5213021840324505,7.693658450442747e-05,8050.0
-0.5213024437020094,0.002023783863661272,8050.0
-0.522892059531297,7.701479513560199e-05,8150.0
-0.522256311136311,-0.0007017814976203395,8300.0
-0.5206667383442932,-0.0018700072210068002,8300.0
-0.5190769667132702,-0.0010913465199752703,8300.0
-0.5181231972156977,7.671492114016544e-05,8100.0
-0.5193946940056698,0.0016343075066521267,7900.0
-0.5219380911947193,0.0031919626606690277,7800.0
-0.5251174326522128,0.002413406267109395,7600.0
-0.5282965723051537,0.0024136148820532344,7400.0
-0.5314758158259182,0.003192562408659859,7250.0
-0.5349730314809047,0.002803404161478239,7450.0
-0.5359271526536705,-0.00031155675247553126,7400.0
-0.5359268959496587,-0.0010902826157178937,7450.0
-0.5346553041885049,7.775013485088131e-05,7900.0
-0.5317943844771557,-0.003816202638382365,7800.0
-0.5292504338083606,-0.0026481933110573804,7800.0
-0.5270250755151815,0.0008560222965413122,7750.0
-0.5279787960443896,0.0004667128155090065,7750.0
-0.5282967711441587,0.0004667284576352414,7700.0
-0.5289325685075094,0.000466772790308095,7600.0
-0.5298862920022648,0.0012455847251903105,7500.0
-0.5314759137626471,0.0016350584884936442,7400.0
-0.5333834586888868,0.0016351784380918177,7350.0
-0.5349731294176335,0.001245900241311982,7600.0
-0.5343375798616525,-0.0014797824758619915,7400.0
-0.5343371243186358,-0.00031162191468632195,7400.0
-0.5340194088884253,0.0016352097223442876,7350.0
-0.5356089757493486,0.00046719261390170547,7400.0
-0.5356090766516248,7.78101096499697e-05,7350.0
-0.5359268989152061,7.783880019658832e-05,7400.0
-0.5356090766516248,7.78101096499697e-05,7350.0
-0.5359268989152061,7.783880019658832e-05,7300.0
-0.536244825046611,0.0008566064024059505,7500.0
-0.5356092265222655,-0.0010903243546848932,7550.0
-0.5343373750915529,-0.0018691388832729628,7550.0
-0.5327477073283534,-0.00031173927057864484,7550.0
-0.5324297841624959,7.761454312647234e-05,7650.0
-0.5317940357675098,-0.0007011817496295084,7650.0
-0.5311580855679712,-0.0007012130338819782,7650.0
-0.5305222392362561,7.749459352829825e-05,7550.0
-0.5311579876312423,0.0008562908862842788,7600.0
-0.5314760636332877,0.0004669240241587389,7600.0
-0.5317939348652335,-0.00031179924537777255,7500.0
-0.5321117600943622,0.0008563508610833673,7500.0
-0.5327477102939007,0.000856382145335837,7500.0
-0.5333835566256158,7.767451792556073e-05,7550.0
-0.5330656824281227,-0.00031172362845240993,7550.0
-0.5327477073283534,-0.00031173927057864484,7550.0
-0.5324297841624959,7.761454312647234e-05,7550.0
-0.5324297841624959,7.761454312647234e-05,7500.0
-0.5327476583599889,0.000467012689504443,7450.0
-0.5333835076572514,0.0008564264780086877,7400.0
-0.5343372801203713,0.0008564864528077762,7400.0
-0.534973178385998,0.0004671482812288521,7400.0
-0.5352911015518554,7.779446752373481e-05,7400.0
-0.5352911015518554,7.779446752373481e-05,7450.0
-0.5349732273543625,-0.0003116036788542359,7400.0
-0.5349731264520863,7.777882539749991e-05,7400.0
-0.534973178385998,0.0004671482812288521,7400.0
-0.5352911015518554,7.779446752373481e-05,7400.0
-0.5352911015518554,7.779446752373481e-05,7500.0
-0.5346553531568694,-0.0007010018252322459,7500.0
-0.5340194029573309,-0.0007010331094847156,7450.0
-0.5337014308231087,0.00046707266430357066,7500.0
-0.5337015317253851,7.769016005179564e-05,7550.0
-0.5333836055939803,-0.0007010774421575692,7500.0
-0.5330655815258464,7.765887579932584e-05,7500.0
-0.5330656334597581,0.00046702833163067786,7400.0
-0.5340193050206018,0.0008564708106815416,7400.0
-0.5346552552201403,0.0008565020949340114,7450.0
-0.5349732273543625,-0.0003116036788542359,7450.0
-0.5346552522545932,-0.00031161932098047084,7650.0
-0.5330658322987634,-0.001479858092787315,7900.0
-0.5302045609122209,-0.0034269113931821864,8100.0
-0.526071495959972,-0.00342716693450477,8250.0
-0.5222563571391282,-0.0026486548736179907,8350.0
-0.519394990781404,-0.0018700828379321233,8600.0
-0.5162159000968276,-0.002649043412959131,8450.0
-0.5149438008587452,-0.0007022195570460782,8400.0
-0.5146259845262586,0.0016339945842362676,8500.0
-0.5152619807286143,-0.00031284750750883286,8700.0
-0.513672456904961,-0.002259825190978381,8650.0
-0.5120825843716619,-0.001091781985695116,8750.0
-0.5104931184130149,-0.0003131473815043086,8750.0
-0.5101750913793338,-0.0007025324794618957,8750.0
-0.5095392450476187,7.61751479483415e-05,8650.0
-0.5101749934426049,0.0008549714407043224,8400.0
-0.5124003146296088,0.002801993456846724,8600.0
-0.5133545396701981,0.0004657714545557392,8550.0
-0.5139901292979016,-0.0010916620360968995,8650.0
-0.5124006633392547,-0.0003130274319061347,8600.0
-0.5124005105030666,-0.0003130143834857117,8500.0
-0.5127183876661069,0.0012445051788067803,8600.0
-0.5130365126365171,7.638635659811028e-05,8900.0
-0.5111291635837352,-0.0030387414333325775,9200.0
-0.506678221468446,-0.004596516536947613,9150.0
-0.5031807060721781,-0.0018710893610962623,9350.0
-0.50031964538683,-0.0010925434222512017,9500.0
-0.49841204556113106,-0.00265015424359521,9300.0
-0.4974579243883654,0.0004648066703585996,9250.0
-0.4980939294873631,0.002022328826356943,9250.0
-0.4996835972505626,0.0004649292136626249,9150.0
-0.5006372688114062,0.0008543716927134071,8800.0
-0.5034983383933961,0.0035801900016117893,9350.0
-0.5028633942510726,-0.0014817877410726748,9350.0
-0.501591130314613,-0.004207436500397205,9350.0
-0.49809397549018025,7.545545035929432e-05,9500.0
-0.4971403528977011,-0.0010927389887746572,9500.0
-0.4961864275983931,-0.0010927859151533617,9550.0
-0.4949147839033275,-0.0003141226204159781,9800.0
-0.49300743781609285,-0.002261128994432145,10000.0
-0.4898281423614166,-0.003429445976870083,10100.0
-0.48633087773806577,-0.0022615357696053333,10300.0
-0.48315173808512485,-0.002261744384549253,10150.0
-0.4821976139468118,-0.00031490488650992565,10500.0
-0.4796547272002382,-0.0014832297299566203,10400.0
-0.4790184193944118,-0.00187260437319968,10450.0
-0.47711103323545473,0.00046350546061076813,10650.0
-0.4761574076774282,-0.0018728103944377072,10700.0
-0.47424970991500054,-0.0018729172956154973,10300.0
-0.47520303573174544,0.002799667488102661,10200.0
-0.4780646617590285,0.0039679427315736805,10450.0
-0.47965462629796196,-0.0010938472257048452,10850.0
-0.4761576035508861,-0.00498781823477018,10800.0
-0.47234206112093713,-0.0026517761568764175,10550.0
-0.47170602188131155,0.0024100607267808125,10650.0
-0.4729780721510294,0.0012419888309509286,10600.0
-0.47424961197827153,-0.00031541337544924056,10450.0
-0.474885363338805,0.0016315043332211802,10400.0
-0.4764750860014635,0.0016315955922727775,10300.0
-0.47838257899379133,0.0012423460860395603,10350.0
-0.4790185781616945,0.0004636254102089002,10100.0
-0.4809258203811055,0.001631892872562363,10200.0
-0.48156202431910833,0.001242528604142674,10250.0
-0.4821978157513643,-0.0010936698950134366,10500.0
-0.47965462333241465,-0.002261968641619366,10500.0
-0.47774682466771057,-0.0018726930385454237,10550.0
-0.4758393346409299,-0.0003153221163976824,10650.0
-0.47488561114617456,-0.0010941340512798587,10600.0
-0.47424961197827153,-0.00031541337544924056,10600.0
-0.4739317407463258,0.0004633098940872287,10500.0
-0.47488541230716935,0.000852752373138053,10650.0
-0.47456773991422885,-0.00031541078174338933,10650.0
-0.474249660946636,-0.0010941653355323285,10450.0
-0.4745673882390357,0.0016314886910949455,10300.0
-0.47679291123059203,0.002799745698733836,10250.0
-0.47933640339082295,0.00163177551667004,10300.0
-0.48029027379067185,7.433157130287142e-05,10200.0
-0.48092597025174616,0.000463758408227458,10150.0
-0.48156187148292035,0.001242541652563097,10050.0
