t-2,t-1,t-0,t+1 (prediction)
0.09526431718061676,0.09526431718061676,0.09471365638766521,12250.0
0.09526431718061676,0.09471365638766521,0.09636563876651985,13100.0
0.09471365638766521,0.09636563876651985,0.10572687224669605,12650.0
0.09636563876651985,0.10572687224669605,0.10077092511013216,12750.0
0.10572687224669605,0.10077092511013216,0.10187224669603526,12500.0
0.10077092511013216,0.10187224669603526,0.09911894273127755,12700.0
0.10187224669603526,0.09911894273127755,0.10132158590308371,12800.0
0.09911894273127755,0.10132158590308371,0.1024229074889868,12900.0
0.10132158590308371,0.1024229074889868,0.1035242290748899,13000.0
0.1024229074889868,0.1035242290748899,0.10462555066079296,13650.0
0.1035242290748899,0.10462555066079296,0.111784140969163,13450.0
0.10462555066079296,0.111784140969163,0.10958149779735685,13500.0
0.111784140969163,0.10958149779735685,0.1101321585903084,13400.0
0.10958149779735685,0.1101321585903084,0.1090308370044053,12950.0
0.1101321585903084,0.1090308370044053,0.10407488986784141,13200.0
0.1090308370044053,0.10407488986784141,0.10682819383259914,12950.0
0.10407488986784141,0.10682819383259914,0.10407488986784141,12850.0
0.10682819383259914,0.10407488986784141,0.10297356828193835,12850.0
0.10407488986784141,0.10297356828193835,0.10297356828193835,12950.0
0.10297356828193835,0.10297356828193835,0.10407488986784141,12950.0
0.10297356828193835,0.10407488986784141,0.10407488986784141,13050.0
0.10407488986784141,0.10407488986784141,0.1051762114537445,13000.0
0.10407488986784141,0.1051762114537445,0.10462555066079296,13150.0
0.1051762114537445,0.10462555066079296,0.1062775330396476,13000.0
0.10462555066079296,0.1062775330396476,0.10462555066079296,13100.0
0.1062775330396476,0.10462555066079296,0.10572687224669605,13000.0
0.10462555066079296,0.10572687224669605,0.10462555066079296,13100.0
0.10572687224669605,0.10462555066079296,0.10572687224669605,13200.0
0.10462555066079296,0.10572687224669605,0.10682819383259914,13500.0
0.10572687224669605,0.10682819383259914,0.1101321585903084,13750.0
0.10682819383259914,0.1101321585903084,0.1128854625550661,13750.0
0.1101321585903084,0.1128854625550661,0.1128854625550661,13200.0
0.1128854625550661,0.1128854625550661,0.10682819383259914,12900.0
0.1128854625550661,0.10682819383259914,0.1035242290748899,12850.0
0.10682819383259914,0.1035242290748899,0.10297356828193835,12900.0
0.1035242290748899,0.10297356828193835,0.1035242290748899,12950.0
0.10297356828193835,0.1035242290748899,0.10407488986784141,12550.0
0.1035242290748899,0.10407488986784141,0.0996696035242291,12550.0
0.10407488986784141,0.0996696035242291,0.0996696035242291,12400.0
0.0996696035242291,0.0996696035242291,0.09801762114537446,12300.0
0.0996696035242291,0.09801762114537446,0.09691629955947137,12300.0
0.09801762114537446,0.09691629955947137,0.09691629955947137,12250.0
0.09691629955947137,0.09691629955947137,0.09636563876651985,12600.0
0.09691629955947137,0.09636563876651985,0.10022026431718065,12100.0
0.09636563876651985,0.10022026431718065,0.09471365638766521,12250.0
0.10022026431718065,0.09471365638766521,0.09636563876651985,12350.0
0.09471365638766521,0.09636563876651985,0.09746696035242292,12200.0
0.09636563876651985,0.09746696035242292,0.0958149779735683,11850.0
0.09746696035242292,0.0958149779735683,0.09196035242290751,11650.0
0.0958149779735683,0.09196035242290751,0.08975770925110133,11650.0
0.09196035242290751,0.08975770925110133,0.08975770925110133,12200.0
0.08975770925110133,0.08975770925110133,0.0958149779735683,11950.0
0.08975770925110133,0.0958149779735683,0.0930616740088106,11950.0
0.0958149779735683,0.0930616740088106,0.0930616740088106,11950.0
0.0930616740088106,0.0930616740088106,0.0930616740088106,12150.0
0.0930616740088106,0.0930616740088106,0.09526431718061676,12250.0
0.0930616740088106,0.09526431718061676,0.09636563876651985,12550.0
0.09526431718061676,0.09636563876651985,0.0996696035242291,12400.0
0.09636563876651985,0.0996696035242291,0.09801762114537446,11950.0
0.0996696035242291,0.09801762114537446,0.0930616740088106,12200.0
0.09801762114537446,0.0930616740088106,0.0958149779735683,12300.0
0.0930616740088106,0.0958149779735683,0.09691629955947137,12200.0
0.0958149779735683,0.09691629955947137,0.0958149779735683,12200.0
0.09691629955947137,0.0958149779735683,0.0958149779735683,12400.0
0.0958149779735683,0.0958149779735683,0.09801762114537446,12300.0
0.0958149779735683,0.09801762114537446,0.09691629955947137,12250.0
0.09801762114537446,0.09691629955947137,0.09636563876651985,11800.0
0.09691629955947137,0.09636563876651985,0.09140969162995596,11750.0
0.09636563876651985,0.09140969162995596,0.09085903083700442,11400.0
0.09140969162995596,0.09085903083700442,0.08700440528634362,10850.0
0.09085903083700442,0.08700440528634362,0.08094713656387667,10300.0
0.08700440528634362,0.08094713656387667,0.07488986784140969,10600.0
0.08094713656387667,0.07488986784140969,0.07819383259911894,10800.0
0.07488986784140969,0.07819383259911894,0.08039647577092512,10900.0
0.07819383259911894,0.08039647577092512,0.08149779735682819,10650.0
0.08039647577092512,0.08149779735682819,0.07874449339207049,10650.0
0.08149779735682819,0.07874449339207049,0.07874449339207049,10400.0
0.07874449339207049,0.07874449339207049,0.07599118942731278,10150.0
0.07874449339207049,0.07599118942731278,0.07323788546255508,10000.0
0.07599118942731278,0.07323788546255508,0.07158590308370044,10050.0
0.07323788546255508,0.07158590308370044,0.07213656387665199,9950.0
0.07158590308370044,0.07213656387665199,0.0710352422907489,9700.0
0.07213656387665199,0.0710352422907489,0.06828193832599119,9500.0
0.0710352422907489,0.06828193832599119,0.06607929515418504,9800.0
0.06828193832599119,0.06607929515418504,0.06938325991189428,9250.0
0.06607929515418504,0.06938325991189428,0.0633259911894273,9250.0
0.06938325991189428,0.0633259911894273,0.0633259911894273,9250.0
0.0633259911894273,0.0633259911894273,0.0633259911894273,9350.0
0.0633259911894273,0.0633259911894273,0.0644273127753304,9350.0
0.0633259911894273,0.0644273127753304,0.0644273127753304,9500.0
0.0644273127753304,0.0644273127753304,0.06607929515418504,9400.0
0.0644273127753304,0.06607929515418504,0.06497797356828194,9600.0
0.06607929515418504,0.06497797356828194,0.0671806167400881,9500.0
0.06497797356828194,0.0671806167400881,0.06607929515418504,9550.0
0.0671806167400881,0.06607929515418504,0.06662995594713658,9500.0
0.06607929515418504,0.06662995594713658,0.06607929515418504,9400.0
0.06662995594713658,0.06607929515418504,0.06497797356828194,9450.0
0.06607929515418504,0.06497797356828194,0.06552863436123349,9250.0
0.06497797356828194,0.06552863436123349,0.0633259911894273,9700.0
0.06552863436123349,0.0633259911894273,0.06828193832599119,9600.0
0.0633259911894273,0.06828193832599119,0.0671806167400881,9100.0
0.06828193832599119,0.0671806167400881,0.06167400881057269,9150.0
0.0671806167400881,0.06167400881057269,0.062224669603524234,9100.0
0.06167400881057269,0.062224669603524234,0.06167400881057269,9100.0
0.062224669603524234,0.06167400881057269,0.06167400881057269,8900.0
0.06167400881057269,0.06167400881057269,0.05947136563876653,8850.0
0.06167400881057269,0.05947136563876653,0.058920704845814985,8800.0
0.05947136563876653,0.058920704845814985,0.05837004405286344,8800.0
0.058920704845814985,0.05837004405286344,0.05837004405286344,8850.0
0.05837004405286344,0.05837004405286344,0.058920704845814985,8600.0
0.05837004405286344,0.058920704845814985,0.05616740088105727,8250.0
0.058920704845814985,0.05616740088105727,0.05231277533039649,8050.0
0.05616740088105727,0.05231277533039649,0.050110132158590316,8150.0
0.05231277533039649,0.050110132158590316,0.051211453744493395,8550.0
0.050110132158590316,0.051211453744493395,0.055616740088105736,8600.0
0.051211453744493395,0.055616740088105736,0.05616740088105727,8700.0
0.055616740088105736,0.05616740088105727,0.05726872246696036,8500.0
0.05616740088105727,0.05726872246696036,0.05506607929515419,8500.0
0.05726872246696036,0.05506607929515419,0.05506607929515419,8500.0
0.05506607929515419,0.05506607929515419,0.05506607929515419,8300.0
0.05506607929515419,0.05506607929515419,0.05286343612334802,8400.0
0.05506607929515419,0.05286343612334802,0.05396475770925111,8400.0
0.05286343612334802,0.05396475770925111,0.05396475770925111,8500.0
0.05396475770925111,0.05396475770925111,0.05506607929515419,8400.0
0.05396475770925111,0.05506607929515419,0.05396475770925111,8300.0
0.05506607929515419,0.05396475770925111,0.05286343612334802,8100.0
0.05396475770925111,0.05286343612334802,0.05066079295154186,8100.0
0.05286343612334802,0.05066079295154186,0.05066079295154186,8400.0
0.05066079295154186,0.05066079295154186,0.05396475770925111,8500.0
0.05066079295154186,0.05396475770925111,0.05506607929515419,8400.0
0.05396475770925111,0.05506607929515419,0.05396475770925111,8300.0
0.05506607929515419,0.05396475770925111,0.05286343612334802,8300.0
0.05396475770925111,0.05286343612334802,0.05286343612334802,8250.0
0.05286343612334802,0.05286343612334802,0.05231277533039649,8150.0
0.05286343612334802,0.05231277533039649,0.051211453744493395,8150.0
0.05231277533039649,0.051211453744493395,0.051211453744493395,8150.0
0.051211453744493395,0.051211453744493395,0.051211453744493395,8150.0
0.051211453744493395,0.051211453744493395,0.051211453744493395,8100.0
0.051211453744493395,0.051211453744493395,0.05066079295154186,8200.0
0.051211453744493395,0.05066079295154186,0.05176211453744494,8150.0
0.05066079295154186,0.05176211453744494,0.051211453744493395,8150.0
0.05176211453744494,0.051211453744493395,0.051211453744493395,8150.0
0.051211453744493395,0.051211453744493395,0.051211453744493395,8200.0
0.051211453744493395,0.051211453744493395,0.05176211453744494,8300.0
0.051211453744493395,0.05176211453744494,0.05286343612334802,8650.0
0.05176211453744494,0.05286343612334802,0.056718061674008814,8650.0
0.05286343612334802,0.056718061674008814,0.056718061674008814,8350.0
0.056718061674008814,0.056718061674008814,0.053414096916299565,8300.0
0.056718061674008814,0.053414096916299565,0.05286343612334802,8250.0
0.053414096916299565,0.05286343612334802,0.05231277533039649,8350.0
0.05286343612334802,0.05231277533039649,0.053414096916299565,8450.0
0.05231277533039649,0.053414096916299565,0.054515418502202644,8600.0
0.053414096916299565,0.054515418502202644,0.05616740088105727,9000.0
0.054515418502202644,0.05616740088105727,0.06057268722466961,9800.0
0.05616740088105727,0.06057268722466961,0.06938325991189428,11000.0
0.06057268722466961,0.06938325991189428,0.08259911894273128,10550.0
0.06938325991189428,0.08259911894273128,0.07764317180616742,10600.0
0.08259911894273128,0.07764317180616742,0.07819383259911894,10300.0
0.07764317180616742,0.07819383259911894,0.07488986784140969,10600.0
0.07819383259911894,0.07488986784140969,0.07819383259911894,10900.0
0.07488986784140969,0.07819383259911894,0.08149779735682819,10500.0
0.07819383259911894,0.08149779735682819,0.07709251101321588,10800.0
0.08149779735682819,0.07709251101321588,0.08039647577092512,10900.0
0.07709251101321588,0.08039647577092512,0.08149779735682819,11900.0
0.08039647577092512,0.08149779735682819,0.09251101321585906,12200.0
0.08149779735682819,0.09251101321585906,0.0958149779735683,11750.0
0.09251101321585906,0.0958149779735683,0.09085903083700442,11650.0
0.0958149779735683,0.09085903083700442,0.08975770925110133,11300.0
0.09085903083700442,0.08975770925110133,0.08590308370044053,11500.0
0.08975770925110133,0.08590308370044053,0.08810572687224671,11500.0
0.08590308370044053,0.08810572687224671,0.08810572687224671,11550.0
0.08810572687224671,0.08810572687224671,0.08865638766519826,11700.0
0.08810572687224671,0.08865638766519826,0.09030837004405287,11450.0
0.08865638766519826,0.09030837004405287,0.08755506607929517,10600.0
0.09030837004405287,0.08755506607929517,0.07819383259911894,10700.0
0.08755506607929517,0.07819383259911894,0.07929515418502203,10650.0
0.07819383259911894,0.07929515418502203,0.07874449339207049,10750.0
0.07929515418502203,0.07874449339207049,0.07984581497797358,10900.0
0.07874449339207049,0.07984581497797358,0.08149779735682819,10850.0
0.07984581497797358,0.08149779735682819,0.08094713656387667,11100.0
0.08149779735682819,0.08094713656387667,0.08370044052863437,11400.0
0.08094713656387667,0.08370044052863437,0.08700440528634362,11350.0
0.08370044052863437,0.08700440528634362,0.08645374449339208,11300.0
0.08700440528634362,0.08645374449339208,0.08590308370044053,11300.0
0.08645374449339208,0.08590308370044053,0.08590308370044053,11250.0
0.08590308370044053,0.08590308370044053,0.08535242290748898,11000.0
0.08590308370044053,0.08535242290748898,0.08259911894273128,10800.0
0.08535242290748898,0.08259911894273128,0.08039647577092512,11000.0
0.08259911894273128,0.08039647577092512,0.08259911894273128,10900.0
