t-2,t-1,t-0,t+1 (prediction)
14800.0,14200.0,13650.0,14100.0
14200.0,13650.0,14100.0,14300.0
13650.0,14100.0,14300.0,14150.0
14100.0,14300.0,14150.0,14050.0
14300.0,14150.0,14050.0,14150.0
14150.0,14050.0,14150.0,14050.0
14050.0,14150.0,14050.0,14200.0
14150.0,14050.0,14200.0,14100.0
14050.0,14200.0,14100.0,14150.0
14200.0,14100.0,14150.0,14250.0
14100.0,14150.0,14250.0,15100.0
14150.0,14250.0,15100.0,15050.0
14250.0,15100.0,15050.0,15050.0
15100.0,15050.0,15050.0,14550.0
15050.0,15050.0,14550.0,14400.0
15050.0,14550.0,14400.0,14400.0
14550.0,14400.0,14400.0,14000.0
14400.0,14400.0,14000.0,14550.0
14400.0,14000.0,14550.0,14700.0
14000.0,14550.0,14700.0,14500.0
14550.0,14700.0,14500.0,14350.0
14700.0,14500.0,14350.0,14350.0
14500.0,14350.0,14350.0,14300.0
14350.0,14350.0,14300.0,14100.0
14350.0,14300.0,14100.0,13900.0
14300.0,14100.0,13900.0,13000.0
14100.0,13900.0,13000.0,13150.0
13900.0,13000.0,13150.0,12800.0
13000.0,13150.0,12800.0,12600.0
13150.0,12800.0,12600.0,12950.0
12800.0,12600.0,12950.0,12850.0
12600.0,12950.0,12850.0,13050.0
12950.0,12850.0,13050.0,12550.0
12850.0,13050.0,12550.0,12950.0
13050.0,12550.0,12950.0,13050.0
12550.0,12950.0,13050.0,12900.0
12950.0,13050.0,12900.0,12850.0
13050.0,12900.0,12850.0,12750.0
12900.0,12850.0,12750.0,13100.0
12850.0,12750.0,13100.0,12850.0
12750.0,13100.0,12850.0,13000.0
13100.0,12850.0,13000.0,12950.0
12850.0,13000.0,12950.0,13000.0
13000.0,12950.0,13000.0,13300.0
12950.0,13000.0,13300.0,13150.0
13000.0,13300.0,13150.0,13250.0
13300.0,13150.0,13250.0,13250.0
13150.0,13250.0,13250.0,13200.0
13250.0,13250.0,13200.0,13300.0
13250.0,13200.0,13300.0,13450.0
13200.0,13300.0,13450.0,13450.0
13300.0,13450.0,13450.0,13500.0
13450.0,13450.0,13500.0,14300.0
13450.0,13500.0,14300.0,14850.0
13500.0,14300.0,14850.0,14500.0
14300.0,14850.0,14500.0,14250.0
14850.0,14500.0,14250.0,14600.0
14500.0,14250.0,14600.0,14500.0
14250.0,14600.0,14500.0,14700.0
14600.0,14500.0,14700.0,14850.0
14500.0,14700.0,14850.0,14750.0
14700.0,14850.0,14750.0,14600.0
14850.0,14750.0,14600.0,14600.0
14750.0,14600.0,14600.0,14050.0
14600.0,14600.0,14050.0,13250.0
14600.0,14050.0,13250.0,13550.0
14050.0,13250.0,13550.0,13200.0
13250.0,13550.0,13200.0,12900.0
13550.0,13200.0,12900.0,13100.0
13200.0,12900.0,13100.0,13400.0
12900.0,13100.0,13400.0,13350.0
13100.0,13400.0,13350.0,13050.0
13400.0,13350.0,13050.0,12850.0
13350.0,13050.0,12850.0,13200.0
13050.0,12850.0,13200.0,13250.0
12850.0,13200.0,13250.0,13300.0
13200.0,13250.0,13300.0,13700.0
13250.0,13300.0,13700.0,13200.0
13300.0,13700.0,13200.0,13500.0
13700.0,13200.0,13500.0,13700.0
13200.0,13500.0,13700.0,14200.0
13500.0,13700.0,14200.0,14400.0
13700.0,14200.0,14400.0,14200.0
14200.0,14400.0,14200.0,14000.0
14400.0,14200.0,14000.0,13750.0
14200.0,14000.0,13750.0,13600.0
14000.0,13750.0,13600.0,13700.0
13750.0,13600.0,13700.0,13600.0
13600.0,13700.0,13600.0,13700.0
13700.0,13600.0,13700.0,13450.0
13600.0,13700.0,13450.0,13550.0
13700.0,13450.0,13550.0,13450.0
13450.0,13550.0,13450.0,13350.0
13550.0,13450.0,13350.0,13500.0
13450.0,13350.0,13500.0,13400.0
13350.0,13500.0,13400.0,13300.0
13500.0,13400.0,13300.0,13300.0
13400.0,13300.0,13300.0,13150.0
13300.0,13300.0,13150.0,13200.0
13300.0,13150.0,13200.0,13500.0
13150.0,13200.0,13500.0,13700.0
13200.0,13500.0,13700.0,13700.0
13500.0,13700.0,13700.0,13700.0
13700.0,13700.0,13700.0,13600.0
13700.0,13700.0,13600.0,13800.0
13700.0,13600.0,13800.0,13800.0
13600.0,13800.0,13800.0,14200.0
13800.0,13800.0,14200.0,14450.0
13800.0,14200.0,14450.0,14500.0
14200.0,14450.0,14500.0,14850.0
14450.0,14500.0,14850.0,14500.0
14500.0,14850.0,14500.0,14550.0
14850.0,14500.0,14550.0,14300.0
14500.0,14550.0,14300.0,14400.0
14550.0,14300.0,14400.0,14200.0
14300.0,14400.0,14200.0,14400.0
14400.0,14200.0,14400.0,14300.0
14200.0,14400.0,14300.0,14100.0
14400.0,14300.0,14100.0,14200.0
14300.0,14100.0,14200.0,13900.0
14100.0,14200.0,13900.0,13900.0
14200.0,13900.0,13900.0,13850.0
13900.0,13900.0,13850.0,13900.0
13900.0,13850.0,13900.0,14100.0
13850.0,13900.0,14100.0,14200.0
13900.0,14100.0,14200.0,14250.0
14100.0,14200.0,14250.0,14200.0
14200.0,14250.0,14200.0,14200.0
14250.0,14200.0,14200.0,13800.0
14200.0,14200.0,13800.0,13400.0
14200.0,13800.0,13400.0,13300.0
13800.0,13400.0,13300.0,13300.0
13400.0,13300.0,13300.0,13500.0
13300.0,13300.0,13500.0,13400.0
13300.0,13500.0,13400.0,13450.0
13500.0,13400.0,13450.0,13400.0
13400.0,13450.0,13400.0,13300.0
13450.0,13400.0,13300.0,13300.0
13400.0,13300.0,13300.0,13300.0
13300.0,13300.0,13300.0,13400.0
13300.0,13300.0,13400.0,13300.0
13300.0,13400.0,13300.0,13150.0
13400.0,13300.0,13150.0,13050.0
13300.0,13150.0,13050.0,12800.0
13150.0,13050.0,12800.0,12750.0
13050.0,12800.0,12750.0,12350.0
12800.0,12750.0,12350.0,12600.0
12750.0,12350.0,12600.0,12800.0
12350.0,12600.0,12800.0,12800.0
12600.0,12800.0,12800.0,13200.0
12800.0,12800.0,13200.0,13350.0
12800.0,13200.0,13350.0,13350.0
13200.0,13350.0,13350.0,13300.0
13350.0,13350.0,13300.0,13250.0
13350.0,13300.0,13250.0,13300.0
13300.0,13250.0,13300.0,13000.0
13250.0,13300.0,13000.0,13250.0
13300.0,13000.0,13250.0,13400.0
13000.0,13250.0,13400.0,13400.0
13250.0,13400.0,13400.0,13400.0
13400.0,13400.0,13400.0,13400.0
13400.0,13400.0,13400.0,13400.0
13400.0,13400.0,13400.0,13500.0
13400.0,13400.0,13500.0,13250.0
13400.0,13500.0,13250.0,13150.0
13500.0,13250.0,13150.0,13050.0
13250.0,13150.0,13050.0,13200.0
13150.0,13050.0,13200.0,13000.0
13050.0,13200.0,13000.0,12950.0
13200.0,13000.0,12950.0,12800.0
13000.0,12950.0,12800.0,13000.0
12950.0,12800.0,13000.0,13250.0
12800.0,13000.0,13250.0,13200.0
13000.0,13250.0,13200.0,13100.0
13250.0,13200.0,13100.0,13000.0
13200.0,13100.0,13000.0,12850.0
13100.0,13000.0,12850.0,12800.0
13000.0,12850.0,12800.0,12900.0
12850.0,12800.0,12900.0,12750.0
12800.0,12900.0,12750.0,12800.0
12900.0,12750.0,12800.0,12850.0
12750.0,12800.0,12850.0,12850.0
12800.0,12850.0,12850.0,12850.0
12850.0,12850.0,12850.0,12750.0
12850.0,12850.0,12750.0,12500.0
12850.0,12750.0,12500.0,12600.0
12750.0,12500.0,12600.0,12450.0
12500.0,12600.0,12450.0,12500.0
12600.0,12450.0,12500.0,12600.0
12450.0,12500.0,12600.0,12650.0
12500.0,12600.0,12650.0,12600.0
12600.0,12650.0,12600.0,12750.0
12650.0,12600.0,12750.0,12750.0
12600.0,12750.0,12750.0,12950.0
12750.0,12750.0,12950.0,12950.0
12750.0,12950.0,12950.0,12800.0
12950.0,12950.0,12800.0,12800.0
12950.0,12800.0,12800.0,12700.0
12800.0,12800.0,12700.0,12800.0
12800.0,12700.0,12800.0,13000.0
12700.0,12800.0,13000.0,13200.0
12800.0,13000.0,13200.0,13150.0
13000.0,13200.0,13150.0,13150.0
13200.0,13150.0,13150.0,13150.0
13150.0,13150.0,13150.0,13150.0
13150.0,13150.0,13150.0,13150.0
13150.0,13150.0,13150.0,13150.0
13150.0,13150.0,13150.0,13150.0
13150.0,13150.0,13150.0,13150.0
13150.0,13150.0,13150.0,13050.0
13150.0,13150.0,13050.0,13000.0
13150.0,13050.0,13000.0,12950.0
13050.0,13000.0,12950.0,13100.0
13000.0,12950.0,13100.0,13350.0
12950.0,13100.0,13350.0,13400.0
13100.0,13350.0,13400.0,13650.0
13350.0,13400.0,13650.0,13400.0
13400.0,13650.0,13400.0,13400.0
13650.0,13400.0,13400.0,13350.0
13400.0,13400.0,13350.0,13200.0
13400.0,13350.0,13200.0,13150.0
13350.0,13200.0,13150.0,13000.0
13200.0,13150.0,13000.0,12950.0
13150.0,13000.0,12950.0,12750.0
13000.0,12950.0,12750.0,12850.0
12950.0,12750.0,12850.0,13100.0
12750.0,12850.0,13100.0,13150.0
12850.0,13100.0,13150.0,13000.0
13100.0,13150.0,13000.0,13100.0
13150.0,13000.0,13100.0,13300.0
13000.0,13100.0,13300.0,13500.0
13100.0,13300.0,13500.0,13450.0
13300.0,13500.0,13450.0,13500.0
13500.0,13450.0,13500.0,13500.0
13450.0,13500.0,13500.0,13550.0
13500.0,13500.0,13550.0,13550.0
13500.0,13550.0,13550.0,13500.0
13550.0,13550.0,13500.0,13250.0
13550.0,13500.0,13250.0,13250.0
13500.0,13250.0,13250.0,13450.0
13250.0,13250.0,13450.0,13550.0
13250.0,13450.0,13550.0,14000.0
13450.0,13550.0,14000.0,14050.0
13550.0,14000.0,14050.0,14000.0
14000.0,14050.0,14000.0,14100.0
14050.0,14000.0,14100.0,14200.0
14000.0,14100.0,14200.0,14400.0
14100.0,14200.0,14400.0,14200.0
14200.0,14400.0,14200.0,14350.0
14400.0,14200.0,14350.0,14200.0
14200.0,14350.0,14200.0,14100.0
14350.0,14200.0,14100.0,14100.0
14200.0,14100.0,14100.0,14200.0
14100.0,14100.0,14200.0,14750.0
14100.0,14200.0,14750.0,16350.0
14200.0,14750.0,16350.0,17000.0
14750.0,16350.0,17000.0,17000.0
16350.0,17000.0,17000.0,17000.0
17000.0,17000.0,17000.0,17300.0
17000.0,17000.0,17300.0,17300.0
17000.0,17300.0,17300.0,17100.0
17300.0,17300.0,17100.0,16900.0
17300.0,17100.0,16900.0,16450.0
17100.0,16900.0,16450.0,16750.0
16900.0,16450.0,16750.0,16550.0
16450.0,16750.0,16550.0,16750.0
16750.0,16550.0,16750.0,16600.0
16550.0,16750.0,16600.0,16500.0
16750.0,16600.0,16500.0,16550.0
16600.0,16500.0,16550.0,16450.0
16500.0,16550.0,16450.0,16350.0
16550.0,16450.0,16350.0,16550.0
16450.0,16350.0,16550.0,16600.0
16350.0,16550.0,16600.0,16100.0
16550.0,16600.0,16100.0,15600.0
16600.0,16100.0,15600.0,16250.0
16100.0,15600.0,16250.0,15900.0
15600.0,16250.0,15900.0,16100.0
16250.0,15900.0,16100.0,16500.0
15900.0,16100.0,16500.0,16300.0
16100.0,16500.0,16300.0,16500.0
16500.0,16300.0,16500.0,16500.0
16300.0,16500.0,16500.0,16700.0
16500.0,16500.0,16700.0,18400.0
16500.0,16700.0,18400.0,17600.0
16700.0,18400.0,17600.0,16900.0
18400.0,17600.0,16900.0,17150.0
17600.0,16900.0,17150.0,17500.0
16900.0,17150.0,17500.0,17950.0
17150.0,17500.0,17950.0,17600.0
17500.0,17950.0,17600.0,17000.0
17950.0,17600.0,17000.0,16500.0
17600.0,17000.0,16500.0,16350.0
17000.0,16500.0,16350.0,15900.0
16500.0,16350.0,15900.0,16200.0
16350.0,15900.0,16200.0,16200.0
15900.0,16200.0,16200.0,16500.0
16200.0,16200.0,16500.0,16500.0
16200.0,16500.0,16500.0,16400.0
16500.0,16500.0,16400.0,16400.0
16500.0,16400.0,16400.0,16200.0
16400.0,16400.0,16200.0,16000.0
16400.0,16200.0,16000.0,15800.0
16200.0,16000.0,15800.0,15800.0
16000.0,15800.0,15800.0,15850.0
15800.0,15800.0,15850.0,15700.0
15800.0,15850.0,15700.0,15450.0
15850.0,15700.0,15450.0,15300.0
15700.0,15450.0,15300.0,15500.0
15450.0,15300.0,15500.0,15350.0
15300.0,15500.0,15350.0,15300.0
15500.0,15350.0,15300.0,15000.0
15350.0,15300.0,15000.0,15100.0
15300.0,15000.0,15100.0,15100.0
15000.0,15100.0,15100.0,15150.0
15100.0,15100.0,15150.0,15100.0
15100.0,15150.0,15100.0,15100.0
15150.0,15100.0,15100.0,14950.0
15100.0,15100.0,14950.0,14950.0
15100.0,14950.0,14950.0,14950.0
14950.0,14950.0,14950.0,14500.0
14950.0,14950.0,14500.0,14000.0
14950.0,14500.0,14000.0,13600.0
14500.0,14000.0,13600.0,13300.0
14000.0,13600.0,13300.0,13400.0
13600.0,13300.0,13400.0,13350.0
13300.0,13400.0,13350.0,13400.0
13400.0,13350.0,13400.0,13650.0
13350.0,13400.0,13650.0,13150.0
13400.0,13650.0,13150.0,13100.0
13650.0,13150.0,13100.0,13350.0
13150.0,13100.0,13350.0,13900.0
13100.0,13350.0,13900.0,14200.0
13350.0,13900.0,14200.0,13300.0
13900.0,14200.0,13300.0,12700.0
14200.0,13300.0,12700.0,12900.0
13300.0,12700.0,12900.0,12600.0
12700.0,12900.0,12600.0,12650.0
12900.0,12600.0,12650.0,12000.0
12600.0,12650.0,12000.0,12100.0
12650.0,12000.0,12100.0,11800.0
12000.0,12100.0,11800.0,11850.0
12100.0,11800.0,11850.0,12000.0
11800.0,11850.0,12000.0,12250.0
11850.0,12000.0,12250.0,12350.0
12000.0,12250.0,12350.0,12750.0
12250.0,12350.0,12750.0,12900.0
12350.0,12750.0,12900.0,12700.0
12750.0,12900.0,12700.0,12800.0
12900.0,12700.0,12800.0,12800.0
12700.0,12800.0,12800.0,12500.0
12800.0,12800.0,12500.0,12600.0
12800.0,12500.0,12600.0,12900.0
12500.0,12600.0,12900.0,12850.0
12600.0,12900.0,12850.0,12650.0
12900.0,12850.0,12650.0,12800.0
12850.0,12650.0,12800.0,12800.0
12650.0,12800.0,12800.0,12650.0
12800.0,12800.0,12650.0,12800.0
12800.0,12650.0,12800.0,12750.0
12650.0,12800.0,12750.0,12850.0
12800.0,12750.0,12850.0,12700.0
12750.0,12850.0,12700.0,12650.0
12850.0,12700.0,12650.0,12800.0
12700.0,12650.0,12800.0,12800.0
12650.0,12800.0,12800.0,13100.0
12800.0,12800.0,13100.0,13050.0
12800.0,13100.0,13050.0,13050.0
13100.0,13050.0,13050.0,13100.0
13050.0,13050.0,13100.0,13100.0
13050.0,13100.0,13100.0,13200.0
13100.0,13100.0,13200.0,13200.0
13100.0,13200.0,13200.0,12900.0
13200.0,13200.0,12900.0,12950.0
13200.0,12900.0,12950.0,12800.0
12900.0,12950.0,12800.0,12750.0
12950.0,12800.0,12750.0,12850.0
12800.0,12750.0,12850.0,12850.0
12750.0,12850.0,12850.0,12850.0
12850.0,12850.0,12850.0,12800.0
12850.0,12850.0,12800.0,12850.0
12850.0,12800.0,12850.0,12800.0
12800.0,12850.0,12800.0,12750.0
12850.0,12800.0,12750.0,12700.0
12800.0,12750.0,12700.0,12450.0
12750.0,12700.0,12450.0,12550.0
12700.0,12450.0,12550.0,12550.0
12450.0,12550.0,12550.0,12400.0
12550.0,12550.0,12400.0,12150.0
12550.0,12400.0,12150.0,11800.0
12400.0,12150.0,11800.0,11850.0
12150.0,11800.0,11850.0,11900.0
11800.0,11850.0,11900.0,11700.0
11850.0,11900.0,11700.0,11400.0
11900.0,11700.0,11400.0,10800.0
11700.0,11400.0,10800.0,10200.0
11400.0,10800.0,10200.0,10450.0
10800.0,10200.0,10450.0,10450.0
10200.0,10450.0,10450.0,10100.0
10450.0,10450.0,10100.0,10900.0
10450.0,10100.0,10900.0,10950.0
10100.0,10900.0,10950.0,11100.0
10900.0,10950.0,11100.0,10800.0
10950.0,11100.0,10800.0,11000.0
11100.0,10800.0,11000.0,11000.0
10800.0,11000.0,11000.0,11150.0
11000.0,11000.0,11150.0,11200.0
11000.0,11150.0,11200.0,11300.0
11150.0,11200.0,11300.0,11300.0
11200.0,11300.0,11300.0,10750.0
11300.0,11300.0,10750.0,10600.0
11300.0,10750.0,10600.0,10400.0
10750.0,10600.0,10400.0,10550.0
10600.0,10400.0,10550.0,10700.0
10400.0,10550.0,10700.0,10950.0
10550.0,10700.0,10950.0,10850.0
10700.0,10950.0,10850.0,10750.0
10950.0,10850.0,10750.0,10800.0
10850.0,10750.0,10800.0,10900.0
10750.0,10800.0,10900.0,10750.0
10800.0,10900.0,10750.0,10900.0
10900.0,10750.0,10900.0,11000.0
10750.0,10900.0,11000.0,11250.0
10900.0,11000.0,11250.0,11300.0
11000.0,11250.0,11300.0,11000.0
11250.0,11300.0,11000.0,11050.0
11300.0,11000.0,11050.0,11050.0
11000.0,11050.0,11050.0,11000.0
11050.0,11050.0,11000.0,11000.0
11050.0,11000.0,11000.0,10800.0
11000.0,11000.0,10800.0,10400.0
11000.0,10800.0,10400.0,10500.0
10800.0,10400.0,10500.0,10200.0
10400.0,10500.0,10200.0,10200.0
10500.0,10200.0,10200.0,10350.0
10200.0,10200.0,10350.0,9750.0
10200.0,10350.0,9750.0,9800.0
10350.0,9750.0,9800.0,9850.0
9750.0,9800.0,9850.0,9800.0
9800.0,9850.0,9800.0,9950.0
9850.0,9800.0,9950.0,10050.0
9800.0,9950.0,10050.0,10200.0
9950.0,10050.0,10200.0,10350.0
10050.0,10200.0,10350.0,10350.0
10200.0,10350.0,10350.0,10350.0
10350.0,10350.0,10350.0,10450.0
10350.0,10350.0,10450.0,10400.0
10350.0,10450.0,10400.0,10050.0
10450.0,10400.0,10050.0,10200.0
10400.0,10050.0,10200.0,9900.0
10050.0,10200.0,9900.0,10100.0
10200.0,9900.0,10100.0,10350.0
9900.0,10100.0,10350.0,10700.0
10100.0,10350.0,10700.0,10750.0
10350.0,10700.0,10750.0,10700.0
10700.0,10750.0,10700.0,10700.0
10750.0,10700.0,10700.0,10800.0
10700.0,10700.0,10800.0,10750.0
10700.0,10800.0,10750.0,10650.0
10800.0,10750.0,10650.0,10500.0
10750.0,10650.0,10500.0,10950.0
10650.0,10500.0,10950.0,10850.0
10500.0,10950.0,10850.0,11000.0
10950.0,10850.0,11000.0,10850.0
10850.0,11000.0,10850.0,11000.0
11000.0,10850.0,11000.0,11100.0
10850.0,11000.0,11100.0,11050.0
11000.0,11100.0,11050.0,10950.0
11100.0,11050.0,10950.0,11100.0
11050.0,10950.0,11100.0,11250.0
10950.0,11100.0,11250.0,11250.0
11100.0,11250.0,11250.0,10950.0
11250.0,11250.0,10950.0,10750.0
11250.0,10950.0,10750.0,11050.0
10950.0,10750.0,11050.0,11050.0
10750.0,11050.0,11050.0,11600.0
11050.0,11050.0,11600.0,11550.0
11050.0,11600.0,11550.0,11500.0
11600.0,11550.0,11500.0,11500.0
11550.0,11500.0,11500.0,11550.0
11500.0,11500.0,11550.0,11700.0
11500.0,11550.0,11700.0,11650.0
11550.0,11700.0,11650.0,11650.0
11700.0,11650.0,11650.0,11500.0
11650.0,11650.0,11500.0,11500.0
11650.0,11500.0,11500.0,11850.0
11500.0,11500.0,11850.0,12200.0
11500.0,11850.0,12200.0,12350.0
11850.0,12200.0,12350.0,12450.0
12200.0,12350.0,12450.0,12450.0
12350.0,12450.0,12450.0,12250.0
12450.0,12450.0,12250.0,12150.0
12450.0,12250.0,12150.0,12100.0
12250.0,12150.0,12100.0,11750.0
12150.0,12100.0,11750.0,11500.0
12100.0,11750.0,11500.0,11150.0
11750.0,11500.0,11150.0,11100.0
11500.0,11150.0,11100.0,11350.0
11150.0,11100.0,11350.0,11150.0
11100.0,11350.0,11150.0,11250.0
11350.0,11150.0,11250.0,11200.0
11150.0,11250.0,11200.0,10900.0
11250.0,11200.0,10900.0,10650.0
11200.0,10900.0,10650.0,10800.0
10900.0,10650.0,10800.0,10800.0
10650.0,10800.0,10800.0,10700.0
10800.0,10800.0,10700.0,10850.0
10800.0,10700.0,10850.0,10800.0
10700.0,10850.0,10800.0,10900.0
10850.0,10800.0,10900.0,10800.0
10800.0,10900.0,10800.0,10700.0
10900.0,10800.0,10700.0,10450.0
10800.0,10700.0,10450.0,10450.0
10700.0,10450.0,10450.0,10500.0
10450.0,10450.0,10500.0,10600.0
10450.0,10500.0,10600.0,10550.0
10500.0,10600.0,10550.0,10700.0
10600.0,10550.0,10700.0,10550.0
10550.0,10700.0,10550.0,10900.0
10700.0,10550.0,10900.0,10700.0
10550.0,10900.0,10700.0,10900.0
10900.0,10700.0,10900.0,11050.0
10700.0,10900.0,11050.0,11000.0
10900.0,11050.0,11000.0,11200.0
11050.0,11000.0,11200.0,11000.0
11000.0,11200.0,11000.0,11000.0
11200.0,11000.0,11000.0,11150.0
11000.0,11000.0,11150.0,11300.0
11000.0,11150.0,11300.0,11350.0
11150.0,11300.0,11350.0,11000.0
11300.0,11350.0,11000.0,10650.0
11350.0,11000.0,10650.0,10650.0
11000.0,10650.0,10650.0,10400.0
10650.0,10650.0,10400.0,10400.0
10650.0,10400.0,10400.0,10400.0
10400.0,10400.0,10400.0,10100.0
10400.0,10400.0,10100.0,10200.0
10400.0,10100.0,10200.0,10500.0
10100.0,10200.0,10500.0,10500.0
10200.0,10500.0,10500.0,10500.0
10500.0,10500.0,10500.0,10200.0
10500.0,10500.0,10200.0,10200.0
10500.0,10200.0,10200.0,10200.0
10200.0,10200.0,10200.0,10150.0
10200.0,10200.0,10150.0,10150.0
10200.0,10150.0,10150.0,10500.0
10150.0,10150.0,10500.0,10500.0
10150.0,10500.0,10500.0,10500.0
10500.0,10500.0,10500.0,10900.0
10500.0,10500.0,10900.0,10950.0
10500.0,10900.0,10950.0,10800.0
10900.0,10950.0,10800.0,10800.0
10950.0,10800.0,10800.0,10700.0
10800.0,10800.0,10700.0,10700.0
10800.0,10700.0,10700.0,10500.0
10700.0,10700.0,10500.0,10700.0
10700.0,10500.0,10700.0,10850.0
10500.0,10700.0,10850.0,10850.0
10700.0,10850.0,10850.0,10900.0
10850.0,10850.0,10900.0,10900.0
10850.0,10900.0,10900.0,11000.0
10900.0,10900.0,11000.0,11050.0
10900.0,11000.0,11050.0,11050.0
11000.0,11050.0,11050.0,11050.0
11050.0,11050.0,11050.0,11050.0
11050.0,11050.0,11050.0,10950.0
11050.0,11050.0,10950.0,10950.0
11050.0,10950.0,10950.0,10550.0
10950.0,10950.0,10550.0,10550.0
10950.0,10550.0,10550.0,10550.0
10550.0,10550.0,10550.0,10500.0
10550.0,10550.0,10500.0,10750.0
10550.0,10500.0,10750.0,10750.0
10500.0,10750.0,10750.0,10900.0
10750.0,10750.0,10900.0,11100.0
10750.0,10900.0,11100.0,11000.0
10900.0,11100.0,11000.0,11300.0
11100.0,11000.0,11300.0,10900.0
11000.0,11300.0,10900.0,10800.0
11300.0,10900.0,10800.0,10150.0
10900.0,10800.0,10150.0,10150.0
10800.0,10150.0,10150.0,9950.0
10150.0,10150.0,9950.0,10000.0
10150.0,9950.0,10000.0,9550.0
9950.0,10000.0,9550.0,9500.0
10000.0,9550.0,9500.0,9200.0
9550.0,9500.0,9200.0,9200.0
9500.0,9200.0,9200.0,9200.0
9200.0,9200.0,9200.0,9350.0
9200.0,9200.0,9350.0,9850.0
9200.0,9350.0,9850.0,9550.0
9350.0,9850.0,9550.0,9600.0
9850.0,9550.0,9600.0,9650.0
9550.0,9600.0,9650.0,9650.0
9600.0,9650.0,9650.0,9800.0
9650.0,9650.0,9800.0,9650.0
9650.0,9800.0,9650.0,9500.0
9800.0,9650.0,9500.0,9300.0
9650.0,9500.0,9300.0,9750.0
9500.0,9300.0,9750.0,9650.0
9300.0,9750.0,9650.0,9550.0
9750.0,9650.0,9550.0,9200.0
9650.0,9550.0,9200.0,9300.0
9550.0,9200.0,9300.0,9300.0
9200.0,9300.0,9300.0,9300.0
9300.0,9300.0,9300.0,9200.0
9300.0,9300.0,9200.0,9250.0
9300.0,9200.0,9250.0,9250.0
9200.0,9250.0,9250.0,9300.0
9250.0,9250.0,9300.0,9300.0
9250.0,9300.0,9300.0,9200.0
9300.0,9300.0,9200.0,9200.0
9300.0,9200.0,9200.0,9500.0
9200.0,9200.0,9500.0,9350.0
9200.0,9500.0,9350.0,9400.0
9500.0,9350.0,9400.0,9550.0
9350.0,9400.0,9550.0,9500.0
9400.0,9550.0,9500.0,9600.0
9550.0,9500.0,9600.0,9550.0
9500.0,9600.0,9550.0,9600.0
9600.0,9550.0,9600.0,9600.0
9550.0,9600.0,9600.0,9600.0
9600.0,9600.0,9600.0,9650.0
9600.0,9600.0,9650.0,9600.0
9600.0,9650.0,9600.0,9600.0
9650.0,9600.0,9600.0,9650.0
9600.0,9600.0,9650.0,9800.0
9600.0,9650.0,9800.0,9850.0
9650.0,9800.0,9850.0,9250.0
9800.0,9850.0,9250.0,9200.0
9850.0,9250.0,9200.0,9300.0
9250.0,9200.0,9300.0,9300.0
9200.0,9300.0,9300.0,9250.0
9300.0,9300.0,9250.0,9300.0
9300.0,9250.0,9300.0,9300.0
9250.0,9300.0,9300.0,9350.0
9300.0,9300.0,9350.0,9150.0
9300.0,9350.0,9150.0,9200.0
9350.0,9150.0,9200.0,9200.0
9150.0,9200.0,9200.0,9100.0
9200.0,9200.0,9100.0,9150.0
9200.0,9100.0,9150.0,8950.0
9100.0,9150.0,8950.0,9050.0
9150.0,8950.0,9050.0,8950.0
8950.0,9050.0,8950.0,8650.0
9050.0,8950.0,8650.0,8750.0
8950.0,8650.0,8750.0,8750.0
8650.0,8750.0,8750.0,8750.0
8750.0,8750.0,8750.0,8750.0
8750.0,8750.0,8750.0,9050.0
8750.0,8750.0,9050.0,9500.0
8750.0,9050.0,9500.0,9450.0
9050.0,9500.0,9450.0,9500.0
9500.0,9450.0,9500.0,9450.0
9450.0,9500.0,9450.0,9500.0
9500.0,9450.0,9500.0,9850.0
9450.0,9500.0,9850.0,10100.0
9500.0,9850.0,10100.0,10300.0
9850.0,10100.0,10300.0,10200.0
10100.0,10300.0,10200.0,10600.0
10300.0,10200.0,10600.0,10850.0
10200.0,10600.0,10850.0,11000.0
10600.0,10850.0,11000.0,10950.0
10850.0,11000.0,10950.0,10750.0
11000.0,10950.0,10750.0,10400.0
10950.0,10750.0,10400.0,10500.0
10750.0,10400.0,10500.0,10650.0
10400.0,10500.0,10650.0,10450.0
10500.0,10650.0,10450.0,10400.0
10650.0,10450.0,10400.0,10350.0
10450.0,10400.0,10350.0,10050.0
10400.0,10350.0,10050.0,10200.0
10350.0,10050.0,10200.0,10000.0
10050.0,10200.0,10000.0,9900.0
10200.0,10000.0,9900.0,10000.0
10000.0,9900.0,10000.0,10000.0
9900.0,10000.0,10000.0,10200.0
10000.0,10000.0,10200.0,10350.0
10000.0,10200.0,10350.0,10500.0
10200.0,10350.0,10500.0,10500.0
10350.0,10500.0,10500.0,10450.0
10500.0,10500.0,10450.0,10600.0
10500.0,10450.0,10600.0,10600.0
10450.0,10600.0,10600.0,10600.0
10600.0,10600.0,10600.0,10750.0
10600.0,10600.0,10750.0,10400.0
10600.0,10750.0,10400.0,10250.0
10750.0,10400.0,10250.0,10350.0
10400.0,10250.0,10350.0,10400.0
10250.0,10350.0,10400.0,10300.0
10350.0,10400.0,10300.0,10200.0
10400.0,10300.0,10200.0,10100.0
10300.0,10200.0,10100.0,9750.0
10200.0,10100.0,9750.0,9750.0
10100.0,9750.0,9750.0,9750.0
9750.0,9750.0,9750.0,9750.0
9750.0,9750.0,9750.0,9750.0
9750.0,9750.0,9750.0,9750.0
